trade_date,symbol,transaction_type,quantity,price,trade_value,charges,open,high,low,close,volume,t_score,f_score,total_score,is_52week_high,is_52week_low,is_alltime_high,is_alltime_low,trade_hour,trade_day_of_week,trade_month,pnl,holding_period_minutes
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,BUY,1000,1.3,1300,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
10-06-25,EO CE BAJAJFINSV 26Jun2025 2280,SALE,500,1.3,650,0,2022.1,2028.3,1988.1,1998.1,3306765,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,1,6,0,0
18-06-25,EO CE BAJAJFINSV 26Jun2025 2280,BUY,500,0.65,325,0,2002,2018,1975.8,1981.4,1401356,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,2,6,325,11520
18-06-25,EO CE BAJAJFINSV 26Jun2025 2280,BUY,500,0.65,325,0,2002,2018,1975.8,1981.4,1401356,50,73,61.5,FALSE,FALSE,FALSE,FALSE,0,2,6,325,11520
25-06-25,EO CE BAJAJFINSV 26Jun2025 2280,BUY,1000,0.05,50,0,2028,2028,2004,2011.8,998245,62.5,73,67.75,FALSE,FALSE,FALSE,FALSE,0,2,6,1250,21600
25-09-25,EO CE BAJAJFINSV 30Sep2025 2180,SALE,500,1,500,0,2069.2,2074,2032.4,2035.6,952122,75,80,77.5,FALSE,FALSE,FALSE,FALSE,0,3,9,0,0
25-09-25,EO CE BAJAJFINSV 30Sep2025 2180,SALE,500,0.95,475,0,2069.2,2074,2032.4,2035.6,952122,75,80,77.5,FALSE,FALSE,FALSE,FALSE,0,3,9,0,0
29-09-25,EO CE BAJAJFINSV 30Sep2025 2180,BUY,500,0.05,25,0,2007.9,2031,1994.9,2024.7,2005041,62.5,80,71.25,FALSE,FALSE,FALSE,FALSE,0,0,9,475,5760
29-09-25,EO CE BAJAJFINSV 30Sep2025 2180,BUY,500,0.05,25,0,2007.9,2031,1994.9,2024.7,2005041,62.5,80,71.25,FALSE,FALSE,FALSE,FALSE,0,0,9,450,5760
01-07-25,EO CE BAJAJFINSV 31Jul2025 2200,SALE,1000,12.95,12950,0,2055.1,2068.5,2042.6,2053.8,1002015,75,80,77.5,FALSE,FALSE,FALSE,FALSE,0,1,7,0,0
01-07-25,EO CE BAJAJFINSV 31Jul2025 2200,BUY,1000,12.25,12250,0,2055.1,2068.5,2042.6,2053.8,1002015,75,80,77.5,FALSE,FALSE,FALSE,FALSE,0,1,7,700,0
26-06-25,EO CE BAJAJFINSV 31Jul2025 2320,SALE,500,4.1,2050,0,2018,2058,2011.8,2053.6,1828277,100,73,86.5,FALSE,FALSE,FALSE,FALSE,0,3,6,0,0
21-07-25,EO CE BAJAJFINSV 31Jul2025 2320,BUY,500,0.25,125,0,2026.9,2056,2017.6,2053.9,999643,100,80,90,FALSE,FALSE,FALSE,FALSE,0,0,7,1925,36000
